0.000000 18.590320 0.040467
0.006944 18.555666 0.047075
0.013889 18.661266 0.083467
0.020833 18.570321 0.062064
0.027778 18.595136 0.054500
0.034722 18.522413 0.057297
0.041667 18.557021 0.047614
0.048611 18.579452 0.027954
0.055556 18.603418 0.040015
0.062500 18.607760 0.057324
0.069444 18.444357 0.117289
0.076389 18.563821 0.193238
0.083333 18.553552 0.026319
0.090278 18.709520 0.146551
0.097222 18.533716 0.104439
0.104167 18.587527 0.066754
0.111111 18.632819 0.041814
0.118056 18.583092 0.131359
0.125000 18.612654 0.079537
0.131944 18.622060 0.099863
0.138889 18.475978 0.138102
0.145833 18.459588 0.078087
0.152778 18.629191 0.077180
0.159722 18.614529 0.056240
0.166667 18.572296 0.072693
0.173611 18.520527 0.035150
0.180556 18.634456 0.074426
0.187500 18.787749 0.096665
0.194444 18.670445 0.180807
0.201389 18.614350 0.110590
0.208333 18.610338 0.050605
0.215278 18.608737 0.161252
0.222222 18.624762 0.103924
0.229167 18.541039 0.092572
0.236111 18.703491 0.099429
0.243056 18.619005 0.046482
0.250000 18.675537 0.076330
0.256944 18.873868 0.423922
0.263889 18.511632 0.120841
0.270833 18.566810 0.061340
0.277778 18.652903 0.131313
0.284722 18.605365 0.055828
0.291667 18.586395 0.098894
0.298611 18.704267 0.108535
0.305556 18.704461 0.175305
0.312500 18.827669 0.165655
0.319444 18.525618 0.037903
0.326389 18.545641 0.115147
0.333333 18.737574 0.121792
0.340278 18.821922 0.179027
0.347222 18.600591 0.051132
0.354167 18.542209 0.029184
0.361111 18.608914 0.262902
0.368056 18.557869 0.063034
0.375000 18.461526 0.051986
0.381944 18.534048 0.068835
0.388889 18.472524 0.062550
0.395833 18.535210 0.065292
0.402778 18.434548 0.087738
0.409722 18.825931 0.157074
0.416667 18.559311 0.084425
0.423611 18.654107 0.048059
0.430556 18.524220 0.040332
0.437500 18.586221 0.051249
0.444444 18.554989 0.051077
0.451389 18.655498 0.098311
0.458333 18.677713 0.068331
0.465278 18.483951 0.120189
0.472222 18.679514 0.128514
0.479167 18.546229 0.100363
0.486111 18.594171 0.028550
0.493056 18.492780 0.058563
0.500000 18.632728 0.068163
0.506944 18.549506 0.061249
0.513889 18.583439 0.038244
0.520833 18.506282 0.049523
0.527778 18.882754 0.170688
0.534722 18.654478 0.172192
0.541667 18.126297 0.232112
0.548611 18.471270 0.070036
0.555556 18.510901 0.091872
0.562500 18.617212 0.064448
0.569444 18.562884 0.041178
0.576389 18.487283 0.069303
0.583333 18.557530 0.037084
0.590278 18.728406 0.132035
0.597222 18.780958 0.093538
0.604167 18.542292 0.042947
0.611111 18.554989 0.035530
0.618056 18.522823 0.064588
0.625000 18.677240 0.054496
0.631944 18.748941 0.180716
0.638889 18.577724 0.060167
0.645833 18.679704 0.088112
0.652778 18.624943 0.071520
0.659722 18.526030 0.060803
0.666667 18.556428 0.144330
0.673611 18.608648 0.088153
0.680556 18.555328 0.037387
0.687500 18.398295 0.200947
0.694444 18.535293 0.059985
0.701389 18.634638 0.057823
0.708333 18.558547 0.050026
0.715278 18.619544 0.082999
0.722222 18.650407 0.094731
0.729167 18.862021 0.089048
0.736111 18.535542 0.049333
0.743056 18.603241 0.098093
0.750000 18.430242 0.076849
0.756944 18.705335 0.144330
0.763889 18.420409 0.138842
0.770833 18.624672 0.071800
0.777778 18.474799 0.091596
0.784722 18.660613 0.112362
0.791667 18.513503 0.117189
0.798611 18.541624 0.070460
0.805556 18.582571 0.031203
0.812500 18.736474 0.125804
0.819444 18.370040 0.100620
0.826389 18.638011 0.097120
0.833333 18.556174 0.054495
0.840278 18.374687 0.140969
0.847222 18.595575 0.060039
0.854167 18.399687 0.090151
0.861111 18.528916 0.053845
0.868056 18.537538 0.116361
0.875000 18.559566 0.077264
0.881944 18.587005 0.093088
0.888889 18.603860 0.060613
0.895833 18.633546 0.069369
0.902778 18.532307 0.053985
0.909722 18.474328 0.066221
0.916667 18.607937 0.108930
0.923611 18.478971 0.077067
0.930556 18.537371 0.055440
0.937500 18.511063 0.063101
0.944444 18.630459 0.106344
0.951389 18.620711 0.083048
0.958333 18.349269 0.147015
0.965278 18.527266 0.133283
0.972222 18.509846 0.115361
0.979167 18.531893 0.050660
0.986111 18.556682 0.062752
0.993056 18.580577 0.065439
1.000000 18.451485 0.110022
1.006944 18.520527 0.067280
1.013889 18.684267 0.139087
1.020833 18.573156 0.072368
1.027778 18.526936 0.166544
1.034722 18.581964 0.054067
1.041667 18.510657 0.071433
1.048611 18.567152 0.030397
1.055556 18.828866 0.336207
1.062500 18.494379 0.125011
1.069444 18.777527 0.192349
1.076389 18.558632 0.043779
1.083333 18.544636 0.064980
1.090278 18.426854 0.086958
1.097222 18.452485 0.154036
1.104167 18.505716 0.055963
1.111111 18.441611 0.200753
1.118056 18.541373 0.097463
1.125000 18.560331 0.135347
1.131944 18.605897 0.041306
1.138889 18.541290 0.038922
1.145833 18.551106 0.108109
1.152778 18.479602 0.060607
1.159722 18.598388 0.112083
1.166667 18.514806 0.069798
1.173611 18.493419 0.068419
1.180556 18.536789 0.110272
1.187500 18.612030 0.081075
1.194444 18.547824 0.067513
1.201389 18.620891 0.067368
1.208333 18.616228 0.037747
1.215278 18.543966 0.070869
1.222222 18.653551 0.064069
1.229167 18.491902 0.061378
1.236111 18.595048 0.072163
1.243056 18.598652 0.055996
1.250000 18.549674 0.034764
1.256944 18.515132 0.050541
1.263889 18.491264 0.061014
1.270833 18.631820 0.232129
1.277778 18.532390 0.051864
1.284722 18.572296 0.055629
1.291667 18.548244 0.098789
1.298611 18.499269 0.041173
1.305556 18.410961 0.085227
1.312500 18.581184 0.056748
1.319444 18.543882 0.040579
1.326389 18.566126 0.038672
1.333333 18.370183 0.074652
1.340278 18.569549 0.093500
1.347222 18.653366 0.077641
1.354167 18.636825 0.056620
1.361111 18.572296 0.099110
1.368056 18.506929 0.078480
1.375000 18.594434 0.051084
1.381944 18.654385 0.066987
1.388889 18.496941 0.054507
1.395833 18.553299 0.129232
1.402778 18.520854 0.117581
1.409722 18.691148 0.153641
1.416667 18.598652 0.065586
1.423611 18.750762 0.343645
1.430556 18.616854 0.144591
1.437500 18.640845 0.109497
1.444444 18.530321 0.085305
1.451389 18.585873 0.190064
1.458333 18.580145 0.076129
1.465278 18.512282 0.039978
1.472222 18.464557 0.048079
1.479167 18.618019 0.056009
1.486111 18.275813 0.118212
1.493056 18.588138 0.048794
1.500000 18.389182 0.158942
1.506944 18.621610 0.041862
1.513889 18.556005 0.076750
1.520833 18.587353 0.056505
1.527778 18.485298 0.060721
1.534722 18.562969 0.097080
1.541667 18.636551 0.063410
1.548611 18.655776 0.192513
1.555556 18.493979 0.088942
1.562500 18.661732 0.153295
1.569444 18.515621 0.100807
1.576389 18.600327 0.063691
1.583333 18.590844 0.153735
1.590278 18.399614 0.112221
1.597222 18.589097 0.045544
1.604167 18.486330 0.086169
1.611111 18.565016 0.065996
1.618056 18.788063 0.134558
1.625000 18.613814 0.041333
1.631944 18.315034 0.211740
1.638889 18.629010 0.089929
1.645833 18.506524 0.050834
1.652778 18.544803 0.099453
1.659722 18.636004 0.094038
1.666667 18.589708 0.030536
1.673611 18.607937 0.101834
1.680556 18.631366 0.042851
1.687500 18.541039 0.038509
1.694444 18.707377 0.099810
1.701389 18.623500 0.218270
1.708333 18.538954 0.105960
1.715278 18.535792 0.120692
1.722222 18.522084 0.080209
1.729167 18.513259 0.076873
1.736111 18.537704 0.112779
1.743056 18.729002 0.452052
1.750000 18.548833 0.046498
1.756944 18.567323 0.060983
1.763889 18.782939 0.176452
1.770833 18.601297 0.045032
1.777778 18.596014 0.032426
1.784722 18.539371 0.050633
1.791667 18.309016 0.118355
1.798611 18.547656 0.064477
1.805556 18.477710 0.069466
1.812500 18.438568 0.053668
1.819444 18.697495 0.058209
1.826389 18.613189 0.074047
1.833333 18.478104 0.049434
1.840278 18.488317 0.143696
1.847222 18.524055 0.031633
1.854167 18.508143 0.050410
1.861111 18.180154 0.159242
1.868056 18.501360 0.106314
1.875000 18.557445 0.101214
1.881944 18.588225 0.027207
1.888889 18.477001 0.065756
1.895833 18.631185 0.087699
1.902778 18.734875 0.144259
1.909722 18.671104 0.094950
1.916667 18.506120 0.113357
1.923611 18.546061 0.028795
1.930556 18.585090 0.062696
1.937500 18.645799 0.088968
1.944444 18.531893 0.043215
1.951389 18.559142 0.038725
1.958333 18.511876 0.044331
1.965278 18.449334 0.083803
1.972222 18.502165 0.036994
1.979167 18.514725 0.074189
1.986111 18.433338 0.079524
1.993056 18.357417 0.152923
2.000000 18.581097 0.039479
2.006944 18.596541 0.090113
2.013889 18.549674 0.041766
2.020833 18.708740 0.081152
2.027778 18.525618 0.123034
2.034722 18.907044 0.275905
2.041667 18.561777 0.062360
2.048611 18.750459 0.129328
2.055556 18.643411 0.042744
2.062500 18.491184 0.082400
2.069444 18.138215 0.144019
2.076389 18.590495 0.059529
2.083333 18.426328 0.080509
2.090278 18.525125 0.038343
2.097222 18.649945 0.067983
2.104167 18.493899 0.066080
2.111111 18.555835 0.050107
2.118056 18.526277 0.042935
2.125000 18.489988 0.072890
2.131944 18.621610 0.089967
2.138889 18.394349 0.059930
2.145833 18.482367 0.054325
2.152778 18.369969 0.056035
2.159722 18.572210 0.084698
2.166667 18.685983 0.115541
2.173611 18.481339 0.091201
2.180556 18.456262 0.095290
2.187500 18.494059 0.043039
2.194444 18.541039 0.142813
2.201389 18.634365 0.056800
2.208333 18.509278 0.061181
2.215278 18.729002 0.097569
2.222222 18.742689 0.159177
2.229167 18.614171 0.248792
2.236111 18.939698 0.260561
2.243056 18.468143 0.064103
2.250000 18.544971 0.058839
2.256944 18.357911 0.079591
2.263889 18.543129 0.092571
2.270833 18.597069 0.116217
2.277778 18.573586 0.028788
2.284722 18.563225 0.072338
2.291667 18.599533 0.094822
2.298611 18.613189 0.158215
2.305556 18.297746 0.174225
2.312500 18.323612 0.083334
2.319444 18.546564 0.054200
2.326389 18.583178 0.051493
2.333333 18.475821 0.196870
2.340278 18.577983 0.054808
2.347222 18.528256 0.100340
2.354167 18.435987 0.092195
2.361111 18.593295 0.065651
2.368056 18.509035 0.038783
2.375000 18.472524 0.068245
2.381944 18.466504 0.052557
2.388889 18.518889 0.086357
2.395833 18.524384 0.054261
2.402778 18.508629 0.037419
2.409722 18.552539 0.052373
2.416667 18.557445 0.091520
2.423611 18.505716 0.050276
2.430556 18.792791 0.121062
2.437500 18.606961 0.072887
2.444444 18.555920 0.090777
2.451389 18.500877 0.093027
2.458333 18.593996 0.094415
2.465278 18.693356 0.127804
2.472222 18.512933 0.072223
2.479167 18.632819 0.110759
2.486111 18.486092 0.112877
2.493056 18.636825 0.046047
2.500000 18.491583 0.076804
2.506944 18.565443 0.031083
2.513889 18.530817 0.235017
2.520833 18.585351 0.055581
2.527778 18.635640 0.084100
2.534722 18.535708 0.138851
2.541667 18.550769 0.084791
2.548611 18.750560 0.127532
2.555556 18.555497 0.084657
2.562500 18.559057 0.056056
2.569444 18.457653 0.082691
2.576389 18.523645 0.160082
2.583333 18.478104 0.047575
2.590278 18.380865 0.163504
2.597222 18.493499 0.067002
2.604167 18.478577 0.053313
2.611111 18.289436 0.078389
2.618056 18.503697 0.066550
2.625000 18.511713 0.032684
2.631944 18.605099 0.052807
2.638889 18.311176 0.150347
2.645833 18.586308 0.200367
2.652778 18.498064 0.109373
2.659722 18.389473 0.094199
2.666667 18.518480 0.127718
2.673611 18.562117 0.056167
2.680556 18.606783 0.083792
2.687500 18.519707 0.051986
2.694444 18.505796 0.125008
2.701389 18.591894 0.103161
2.708333 18.583265 0.137732
2.715278 18.520445 0.065506
2.722222 18.440316 0.069341
2.729167 18.467986 0.056095
2.736111 18.634638 0.032867
2.743056 18.504504 0.062651
2.750000 18.483713 0.047203
2.756944 18.609804 0.123483
2.763889 18.585873 0.053383
2.770833 18.488794 0.074873
2.777778 18.544552 0.086911
2.784722 18.587876 0.052112
2.791667 18.229026 0.099521
2.798611 18.463235 0.063129
2.805556 18.590058 0.052224
2.812500 18.626116 0.043047
2.819444 18.523645 0.038495
2.826389 18.649945 0.086155
2.833333 18.515377 0.045267
2.840278 18.562202 0.043558
2.847222 18.555243 0.131028
