0.000000 15.912370 0.009327 2 
0.006944 15.907855 0.008150 2
0.013889 15.921179 0.008639 2
0.020833 15.877405 0.022821 2
0.027778 15.901632 0.008359 2
0.034722 15.885609 0.013598 2
0.041667 15.900362 0.015226 2
0.048611 15.907966 0.009109 2
0.055556 15.927238 0.010407 2
0.062500 15.918841 0.010696 2
0.069444 15.888616 0.019755 2
0.076389 15.937573 0.020778 2
0.083333 15.899233 0.013041 2
0.090278 15.928306 0.009995 2
0.097222 15.922728 0.015507 2
0.104167 15.912192 0.008820 2
0.111111 15.913535 0.012060 2
0.118056 15.892279 0.015809 2
0.125000 15.898090 0.009968 2
0.131944 15.903175 0.011415 2
0.138889 15.919177 0.007610 2
0.145833 15.916851 0.008624 2
0.152778 15.889618 0.011793 2
0.159722 15.916375 0.011861 2
0.166667 15.929029 0.009597 2
0.173611 15.898251 0.009704 2
0.180556 15.906467 0.014434 2
0.187500 15.913884 0.007670 2
0.194444 15.919528 0.018600 2
0.201389 15.923829 0.011529 2
0.208333 15.909880 0.009450 2
0.215278 15.907633 0.008597 2
0.222222 15.898039 0.013967 2
0.229167 15.914003 0.009176 2
0.236111 15.914173 0.015102 2
0.243056 15.926073 0.016689 2
0.250000 15.914381 0.012393 2
0.256944 15.935942 0.011608 2
0.263889 15.922489 0.008823 2
0.270833 15.915653 0.011961 2
0.277778 15.897541 0.011437 2
0.284722 15.882040 0.014404 2
0.291667 15.897549 0.010708 2
0.298611 15.907618 0.009728 2
0.305556 15.907286 0.008843 2
0.312500 15.917194 0.019535 2
0.319444 15.898222 0.008880 2
0.326389 15.922863 0.011496 2
0.333333 15.910798 0.009184 2
0.340278 15.905936 0.008720 2
0.347222 15.892651 0.011156 2
0.354167 15.911673 0.022226 2
0.361111 15.908468 0.008604 2
0.368056 15.905767 0.009781 2
0.375000 15.928983 0.017217 2
0.381944 15.903065 0.010863 2
0.388889 15.938902 0.025816 2
0.395833 15.902998 0.013586 2
0.402778 15.933716 0.014605 2
0.409722 15.905862 0.009466 2
0.416667 15.904610 0.010551 2
0.423611 15.922938 0.010592 2
0.430556 15.911680 0.009640 2
0.437500 15.906969 0.009339 2
0.444444 15.888181 0.026659 2
0.451389 15.911917 0.011063 2
0.458333 15.912815 0.008121 2
0.465278 15.914835 0.007269 2
0.472222 15.878756 0.012587 2
0.479167 15.929526 0.024761 2
0.486111 15.893831 0.010296 2
0.493056 15.902425 0.009878 2
0.500000 15.917686 0.010486 2
0.506944 15.909407 0.013566 2
0.513889 15.917142 0.011378 2
0.520833 15.909762 0.006992 2
0.527778 15.893102 0.015204 2
0.534722 15.929948 0.021302 2
0.541667 15.914850 0.009964 2
0.548611 15.902741 0.008169 2
0.555556 15.916479 0.014166 2
0.562500 15.915095 0.009152 2
0.569444 15.911213 0.008854 2
0.576389 15.907818 0.010335 2
0.583333 15.911258 0.011518 2
0.590278 15.909940 0.007354 2
0.597222 15.929986 0.010369 2
0.604167 15.908224 0.013640 2
0.611111 15.928411 0.014514 2
0.618056 15.902175 0.009025 2
0.625000 15.916330 0.008279 2
0.631944 15.899343 0.013519 2
0.638889 15.912659 0.008295 2
0.645833 15.920753 0.009653 2
0.652778 15.899526 0.007738 2
0.659722 15.922983 0.011696 2
0.666667 15.903741 0.008802 2
0.673611 15.915437 0.011416 2
0.680556 15.924617 0.027090 2
0.687500 15.902976 0.012865 2
0.694444 15.934132 0.009361 2
0.701389 15.924654 0.009096 2
0.708333 15.906755 0.014616 2
0.715278 15.925322 0.009739 2
0.722222 15.892978 0.012861 2
0.729167 15.907574 0.009021 2
0.736111 15.912548 0.017489 2
0.743056 15.901521 0.009681 2
0.750000 15.920223 0.012312 2
0.756944 15.910014 0.010403 2
0.763889 15.915586 0.009038 2
0.770833 15.922608 0.008071 2
0.777778 15.922271 0.009193 2
0.784722 15.894904 0.010510 2
0.791667 15.900861 0.012807 2
0.798611 15.910821 0.012703 2
0.805556 15.906187 0.014005 2
0.812500 15.921673 0.008496 2
0.819444 15.908010 0.010963 2
0.826389 15.903697 0.008263 2
0.833333 15.914872 0.014811 2
0.840278 15.904242 0.010218 2
0.847222 15.894196 0.012020 2
0.854167 15.899724 0.012811 2
0.861111 15.897585 0.009036 2
0.868056 15.912103 0.014784 2
0.875000 15.910480 0.007797 2
0.881944 15.911650 0.008347 2
0.888889 15.894116 0.013969 2
0.895833 15.915288 0.008987 2
0.902778 15.914634 0.011039 2
0.909722 15.879663 0.018336 2
0.916667 15.895028 0.009893 2
0.923611 15.902175 0.008097 2
