0.000000 18.327514 0.069835 2
0.006944 18.495499 0.073516 2
0.013889 18.392090 0.042980 2
0.020833 18.388239 0.126584 2
0.027778 18.446498 0.071657 2
0.034722 18.310568 0.039602 2
0.041667 18.207750 0.076419 2
0.048611 18.337714 0.041419 2
0.055556 18.422504 0.045005 2
0.062500 18.339169 0.035870 2
0.069444 18.405273 0.043032 2
0.076389 18.378562 0.047116 2
0.083333 18.463857 0.100257 2
0.090278 18.384835 0.055166 2
0.097222 18.413037 0.047885 2
0.104167 18.437201 0.062143 2
0.111111 18.394495 0.049053 2
0.118056 18.344033 0.083378 2
0.125000 18.436366 0.084652 2
0.131944 18.329712 0.082063 2
0.138889 18.337506 0.075668 2
0.145833 18.375618 0.037574 2
0.152778 18.421980 0.059478 2
0.159722 18.389763 0.075931 2
0.166667 18.335086 0.029772 2
0.173611 18.323202 0.075226 2
0.180556 18.403212 0.030020 2
0.187500 18.413854 0.062050 2
0.194444 18.427305 0.201529 2
0.201389 18.371468 0.030969 2
0.208333 18.440621 0.057006 2
0.215278 18.457962 0.064686 2
0.222222 18.453948 0.066185 2
0.229167 18.415712 0.054026 2
0.236111 18.412073 0.044379 2
0.243056 18.381730 0.053134 2
0.250000 18.376336 0.119240 2
0.256944 18.350179 0.041617 2
0.263889 18.407929 0.057224 2
0.270833 18.378993 0.061257 2
0.277778 18.397051 0.071652 2
0.284722 18.413557 0.042625 2
0.291667 18.335500 0.030374 2
0.298611 18.466037 0.054571 2
0.305556 18.479681 0.174776 2
0.312500 18.358757 0.040479 2
0.319444 18.478734 0.103840 2
0.326389 18.302964 0.046429 2
0.333333 18.407486 0.070272 2
0.340278 18.310838 0.103610 2
0.347222 18.390708 0.039119 2
0.354167 18.317546 0.045161 2
0.361111 18.439024 0.103890 2
0.368056 18.373040 0.038316 2
0.375000 18.338753 0.039092 2
0.381944 18.333429 0.162980 2
0.388889 18.350109 0.055857 2
0.395833 18.444739 0.051418 2
0.402778 18.261712 0.120645 2
0.409722 18.373899 0.035663 2
0.416667 18.337991 0.059746 2
0.423611 18.264104 0.153072 2
0.430556 18.446575 0.071933 2
0.437500 18.388456 0.030721 2
0.444444 18.342085 0.067354 2
0.451389 18.402697 0.042289 2
0.458333 18.351090 0.030970 2
0.465278 18.490945 0.149029 2
0.472222 18.330193 0.074585 2
0.479167 18.312528 0.056346 2
0.486111 18.735874 0.140403 2
0.493056 18.453717 0.070946 2
0.500000 18.385269 0.046686 2
0.506944 18.380001 0.073894 2
0.513889 18.327857 0.050306 2
0.520833 18.362647 0.045414 2
0.527778 18.361797 0.073950 2
0.534722 18.431751 0.038638 2
0.541667 18.360382 0.051276 2
0.548611 18.376981 0.033123 2
0.555556 18.363143 0.038684 2
0.562500 18.221349 0.102969 2
0.569444 18.276990 0.077868 2
0.576389 18.452023 0.096718 2
0.583333 18.391944 0.041320 2
0.590278 18.428810 0.047314 2
0.597222 18.422279 0.170859 2
0.604167 18.413705 0.037679 2
0.611111 18.344590 0.072861 2
0.618056 18.368543 0.064001 2
0.625000 18.367760 0.057530 2
0.631944 18.373183 0.082471 2
0.638889 18.347730 0.102803 2
0.645833 18.592069 0.151884 2
0.652778 18.318430 0.051453 2
0.659722 18.375403 0.036012 2
0.666667 18.305448 0.051424 2
0.673611 18.381802 0.087077 2
0.680556 18.410295 0.116742 2
0.687500 18.417574 0.135608 2
0.694444 18.401448 0.053905 2
0.701389 18.402770 0.042358 2
